CUE,CUEAnexo,Servicios_Complementarios
7800119,780011900,
7800120,780012000,
7800121,780012100,
7800122,780012200,
7800123,780012300,
7800124,780012400,
7800125,780012500,
7800126,780012600,
7800127,780012700,
7800129,780012900,
7800130,780013000,
7800131,780013100,
7800132,780013200,
7800133,780013300,
7800134,780013400,
7800135,780013500,
7800136,780013600,
7800137,780013700,
7800138,780013800,
7800139,780013900,
7800140,780014000,
7800141,780014100,
7800142,780014200,
7800142,780014201,
7800142,780014202,
7800143,780014300,
7800144,780014400,
7800145,780014500,
7800146,780014600,
7800147,780014700,
7800148,780014800,
7800149,780014900,
7800150,780015000,
7800151,780015100,
7800152,780015200,
7800153,780015300,
7800154,780015400,
7800155,780015500,
7800156,780015600,
7800157,780015700,
7800159,780015900,
7800160,780016000,
7800161,780016100,
7800163,780016300,
7800164,780016400,
7800165,780016500,
7800166,780016600,
7800167,780016700,
7800168,780016800,
7800169,780016900,
7800170,780017000,
7800170,780017001,
7800171,780017100,
7800172,780017200,
7800173,780017300,
7800174,780017400,
7800175,780017500,
7800176,780017600,
7800177,780017700,
7800178,780017800,
7800179,780017900,
7800180,780018000,
7800181,780018100,
7800182,780018200,
7800182,780018201,
7800183,780018300,
7800185,780018500,
7800186,780018600,
7800187,780018700,
7800188,780018800,
7800190,780019000,
7800191,780019100,
7800192,780019200,
7800193,780019300,
7800194,780019400,
7800195,780019500,
7800196,780019600,
7800197,780019700,
7800198,780019800,
7800199,780019900,
7800200,780020000,
7800201,780020100,
7800202,780020200,
7800203,780020300,
7800204,780020400,
7800205,780020500,
7800207,780020700,
7800207,780020701,
7800208,780020800,
7800209,780020900,
7800210,780021000,
7800211,780021100,
7800212,780021200,
7800213,780021300,
7800214,780021400,
7800215,780021500,
7800216,780021600,
7800218,780021800,
7800219,780021900,
7800220,780022000,
7800221,780022100,
7800222,780022200,
7800223,780022300,
7800224,780022400,
7800225,780022500,
7800226,780022600,
7800227,780022700,
7800227,780022701,
7800228,780022800,
7800229,780022900,
7800230,780023000,
7800231,780023100,
7800232,780023200,
7800234,780023400,
7800235,780023500,
7800236,780023600,
7800237,780023700,
7800238,780023800,
7800239,780023900,
7800240,780024000,
7800241,780024100,
7800242,780024200,
7800243,780024300,
7800244,780024400,
7800245,780024500,
7800246,780024600,
7800247,780024700,
7800248,780024800,
7800249,780024900,
7800250,780025000,
7800251,780025100,
7800252,780025200,
7800253,780025300,
7800254,780025400,
7800255,780025500,
7800256,780025600,
7800257,780025700,
7800259,780025900,
7800261,780026100,
7800262,780026200,
7800263,780026300,
7800264,780026400,
7800265,780026500,
7800266,780026600,
7800267,780026700,
7800268,780026800,
7800269,780026900,
7800270,780027000,
7800271,780027100,
7800272,780027200,
7800273,780027300,
7800274,780027400,
7800274,780027401,
7800274,780027402,
7800277,780027700,
7800278,780027800,
7800279,780027900,
7800280,780028000,
7800281,780028100,
7800282,780028200,
7800283,780028300,
7800284,780028400,
7800285,780028500,
7800286,780028600,
7800286,780028601,
7800287,780028700,
7800288,780028800,
7800289,780028900,
7800290,780029000,
7800291,780029100,
7800292,780029200,
7800294,780029400,
7800295,780029500,
7800295,780029501,
7800296,780029600,
7800297,780029700,
7800298,780029800,
7800299,780029900,
7800300,780030000,
7800301,780030100,
7800302,780030200,
7800304,780030400,
7800305,780030500,
7800306,780030600,
7800307,780030700,
7800308,780030800,
7800309,780030900,
7800310,780031000,
7800311,780031100,
7800313,780031300,
7800314,780031400,
7800315,780031500,
7800316,780031600,
7800317,780031700,
7800317,780031701,
7800317,780031702,
7800317,780031703,
7800318,780031800,
7800319,780031900,
7800320,780032000,
7800321,780032100,
7800322,780032200,
7800323,780032300,
7800324,780032400,
7800325,780032500,
7800326,780032600,
7800327,780032700,
7800329,780032900,
7800330,780033000,
7800331,780033100,
7800332,780033200,
7800333,780033300,
7800334,780033400,
7800335,780033500,
7800336,780033600,
7800340,780034000,
7800341,780034100,
7800342,780034200,
7800343,780034300,
7800344,780034400,
7800345,780034500,
7800346,780034600,
7800347,780034700,
7800348,780034800,
7800349,780034900,
7800350,780035000,
7800351,780035100,
7800351,780035101,
7800352,780035200,
7800353,780035300,
7800354,780035400,
7800355,780035500,
7800356,780035600,
7800357,780035700,
7800358,780035800,
7800359,780035900,
7800360,780036000,
7800361,780036100,
7800362,780036200,
7800363,780036300,
7800364,780036400,
7800366,780036600,
7800367,780036700,
7800368,780036800,
7800368,780036801,
7800368,780036802,
7800368,780036803,
7800368,780036804,
7800371,780037100,
7800372,780037200,
7800373,780037300,
7800374,780037400,
7800375,780037500,
7800376,780037600,
7800379,780037900,
7800380,780038000,
7800383,780038300,
7800384,780038400,
7800385,780038500,
7800386,780038600,
7800387,780038700,
7800387,780038701,
7800387,780038702,
7800387,780038703,
7800388,780038800,
7800388,780038801,
7800388,780038802,
7800388,780038803,
7800389,780038900,
7800391,780039100,
7800392,780039200,
8200001,820000100,
8200002,820000200,
8200003,820000300,
8200003,820000301,
8200004,820000400,
8200005,820000500,
8200006,820000600,
8200007,820000700,
8200009,820000900,
8200011,820001100,
8200011,820001102,
8200012,820001200,
8200015,820001500,
8200016,820001600,
8200016,820001601,
8200017,820001700,
8200018,820001800,
8200021,820002100,
8200023,820002300,
8200024,820002400,
8200025,820002500,
8200025,820002501,
8200026,820002600,
8200028,820002800,
8200029,820002900,
8200029,820002901,
8200030,820003000,
8200031,820003100,
8200031,820003101,
8200031,820003102,
8200031,820003103,
8200031,820003104,
8200032,820003200,
8200033,820003300,
8200035,820003500,
8200036,820003600,
8200037,820003700,
8200037,820003701,
8200038,820003800,
8200039,820003900,
8200040,820004000,
8200041,820004100,
8200042,820004200,
8200042,820004201,
8200043,820004300,
8200043,820004301,
8200044,820004400,
8200045,820004500,
8200047,820004700,
8200048,820004800,
8200050,820005000,
8200051,820005100,
8200052,820005200,
8200053,820005300,
8200054,820005400,
8200054,820005401,
8200054,820005402,
8200055,820005500,
8200055,820005501,
8200055,820005502,
8200056,820005600,
8200057,820005700,
8200058,820005800,
8200058,820005801,
8200058,820005802,
8200060,820006000,
8200061,820006100,
8200062,820006200,
8200062,820006201,
8200062,820006202,
8200062,820006203,
8200062,820006204,
8200062,820006205,
8200062,820006206,
8200063,820006300,
8200064,820006400,
8200064,820006401,
8200065,820006500,
8200066,820006600,
8200067,820006700,
8200068,820006800,
8200069,820006900,
8200073,820007300,
8200073,820007304,
8200075,820007500,
8200076,820007600,
8200077,820007700,
8200079,820007900,
8200079,820007903,
8200079,820007904,
8200080,820008000,
8200081,820008100,
8200082,820008200,
8200083,820008300,
8200083,820008302,
8200089,820008900,
8200091,820009100,
8200092,820009200,
8200097,820009700,
8200098,820009800,
8200099,820009900,
8200100,820010000,
8200101,820010100,
8200103,820010300,
8200105,820010500,
8200105,820010501,
8200105,820010502,
8200106,820010600,
8200107,820010700,
8200108,820010800,
8200109,820010900,
8200110,820011000,
8200111,820011100,
8200111,820011101,
8200112,820011200,
8200114,820011400,
8200115,820011500,
8200116,820011600,
8200117,820011700,
8200118,820011800,
8200119,820011900,
8200120,820012000,
8200121,820012100,
8200123,820012300,
8200124,820012400,
8200126,820012600,
8200126,820012601,
8200127,820012700,
8200128,820012800,
8200129,820012900,
8200130,820013000,
8200131,820013100,
8200131,820013101,
8200132,820013200,
8200133,820013300,
8200133,820013301,
8200134,820013400,
8200135,820013500,
8200136,820013600,
8200137,820013700,
8200138,820013800,
8200139,820013900,
8200142,820014200,
8200143,820014300,
8200144,820014400,
8200146,820014600,
8200147,820014700,
8200148,820014800,
8200149,820014900,
8200151,820015100,
8200152,820015200,
8200154,820015400,
8200155,820015500,
8200155,820015501,
8200156,820015600,
8200156,820015601,
8200156,820015602,
8200157,820015700,
8200162,820016200,
8200164,820016400,
8200165,820016500,
8200166,820016600,
8200166,820016601,
8200166,820016603,
8200166,820016605,
8200168,820016800,
8200168,820016801,
8200168,820016803,
8200169,820016900,
8200170,820017000,
8200171,820017100,
8200172,820017200,
8200172,820017201,
8200173,820017300,
8200173,820017301,
8200173,820017302,
8200173,820017303,
8200173,820017304,
8200173,820017305,
8200174,820017400,
8200175,820017500,
8200175,820017501,
8200176,820017600,
8200177,820017700,
8200178,820017800,
8200179,820017900,
8200181,820018100,
8200182,820018200,
8200182,820018201,
8200183,820018300,
8200184,820018400,
8200185,820018500,
8200186,820018600,
8200187,820018700,
8200188,820018800,
8200189,820018900,
8200190,820019000,
8200191,820019100,
8200193,820019300,
8200194,820019400,
8200195,820019500,
8200196,820019600,
8200197,820019700,
8200198,820019800,
8200198,820019802,
8200199,820019900,
8200200,820020000,
8200201,820020100,
8200201,820020101,
8200201,820020102,
8200201,820020103,
8200201,820020104,
8200201,820020105,
8200201,820020106,
8200203,820020300,
8200204,820020400,
8200205,820020500,
8200206,820020600,
8200208,820020800,
8200210,820021000,
8200211,820021100,
8200212,820021200,
8200213,820021300,
8200214,820021400,
8200215,820021500,
8200216,820021600,
8200217,820021700,
8200218,820021800,
8200219,820021900,
8200219,820021901,
8200220,820022000,
8200222,820022200,
8200223,820022300,
8200224,820022400,
8200225,820022500,
8200226,820022600,
8200228,820022800,
8200229,820022900,
8200230,820023000,
8200231,820023100,
8200232,820023200,
8200233,820023300,
8200233,820023305,
8200234,820023400,
8200235,820023500,
8200236,820023600,
8200237,820023700,
8200238,820023800,
8200238,820023801,
8200238,820023802,
8200238,820023803,
8200238,820023804,
8200238,820023805,
8200238,820023806,
8200238,820023807,
8200238,820023808,
8200238,820023809,
8200238,820023810,
8200238,820023811,
8200238,820023812,
8200239,820023900,
8200240,820024000,
8200241,820024100,
8200242,820024200,
8200243,820024300,
8200244,820024400,
8200246,820024600,
8200248,820024800,
8200250,820025000,
8200251,820025100,
8200251,820025101,
8200253,820025300,
8200253,820025301,
8200253,820025302,
8200254,820025400,
8200255,820025500,
8200256,820025600,
8200257,820025700,
8200258,820025800,
8200258,820025801,
8200259,820025900,
8200261,820026100,
8200262,820026200,
8200263,820026300,
8200264,820026400,
8200266,820026600,
8200267,820026700,
8200268,820026800,
8200269,820026900,
8200271,820027100,
8200272,820027200,
8200273,820027300,
8200274,820027400,
8200275,820027500,1
8200276,820027600,
8200277,820027700,
8200278,820027800,
8200279,820027900,
8200280,820028000,
8200283,820028300,
8200284,820028400,
8200285,820028500,
8200286,820028600,
8200287,820028700,
8200288,820028800,
8200289,820028900,
8200290,820029000,
8200290,820029001,
8200290,820029002,
8200291,820029100,
8200292,820029200,
8200293,820029300,
8200294,820029400,
8200295,820029500,
8200295,820029501,
8200296,820029600,
8200297,820029700,1
8200299,820029900,
8200300,820030000,
8200301,820030100,
8200302,820030200,
8200303,820030300,
8200305,820030500,
8200306,820030600,
8200306,820030601,
8200306,820030602,
8200307,820030700,
8200308,820030800,
8200309,820030900,
8200310,820031000,
8200313,820031300,
8200314,820031400,
8200315,820031500,
8200317,820031700,
8200318,820031800,
8200319,820031900,1
8200320,820032000,
8200321,820032100,
8200322,820032200,
8200323,820032300,
8200324,820032400,
8200325,820032500,
8200326,820032600,
8200327,820032700,
8200327,820032701,
8200328,820032800,
8200329,820032900,
8200329,820032901,
8200329,820032902,
8200329,820032903,
8200329,820032904,
8200329,820032905,
8200329,820032906,
8200329,820032907,
8200329,820032908,
8200329,820032909,
8200331,820033100,
8200332,820033200,
8200332,820033201,
8200333,820033300,
8200334,820033400,
8200334,820033401,
8200335,820033500,
8200336,820033600,
8200338,820033800,
8200339,820033900,
8200339,820033902,
8200341,820034100,
8200342,820034200,
8200343,820034300,
8200344,820034400,
8200346,820034600,
8200347,820034700,
8200348,820034800,
8200350,820035000,
8200350,820035002,
8200351,820035100,
8200352,820035200,
8200353,820035300,
8200354,820035400,
8200354,820035401,
8200355,820035500,
8200355,820035501,
8200356,820035600,
8200357,820035700,
8200358,820035800,
8200360,820036000,
8200361,820036100,
8200362,820036200,
8200363,820036300,
8200364,820036400,
8200365,820036500,
8200366,820036600,
8200367,820036700,
8200368,820036800,
8200369,820036900,
8200370,820037000,
8200371,820037100,
8200372,820037200,
8200373,820037300,
8200374,820037400,
8200376,820037600,
8200377,820037700,
8200378,820037800,
8200379,820037900,
8200380,820038000,
8200381,820038100,
8200381,820038101,
8200382,820038200,
8200383,820038300,
8200383,820038306,
8200383,820038307,
8200383,820038308,
8200384,820038400,
8200385,820038500,
8200386,820038600,
8200388,820038800,
8200389,820038900,
8200390,820039000,
8200391,820039100,
8200391,820039101,
8200392,820039200,
8200393,820039300,
8200394,820039400,
8200395,820039500,
8200396,820039600,
8200396,820039601,
8200397,820039700,
8200398,820039800,
8200399,820039900,
8200401,820040100,
8200401,820040101,
8200402,820040200,
8200404,820040400,
8200404,820040401,
8200405,820040500,
8200405,820040503,
8200405,820040504,
8200406,820040600,
8200407,820040700,
8200408,820040800,1
8200409,820040900,
8200410,820041000,
8200412,820041200,1
8200413,820041300,
8200415,820041500,
8200415,820041501,
8200416,820041600,
8200417,820041700,
8200418,820041800,
8200420,820042000,
8200421,820042100,
8200422,820042200,
8200424,820042400,
8200425,820042500,
8200426,820042600,
8200427,820042700,
8200429,820042900,1
8200432,820043200,
8200434,820043400,
8200435,820043500,
8200435,820043501,
8200435,820043502,
8200438,820043800,
8200439,820043900,
8200440,820044000,
8200442,820044200,
8200443,820044300,
8200443,820044301,
8200443,820044302,
8200444,820044400,1
8200445,820044500,
8200446,820044600,
8200446,820044601,
8200446,820044603,
8200446,820044604,
8200447,820044700,
8200448,820044800,
8200449,820044900,
8200450,820045000,
8200451,820045100,
8200452,820045200,
8200453,820045300,
8200454,820045400,
8200454,820045403,
8200454,820045404,
8200454,820045405,
8200454,820045406,
8200460,820046000,
8200461,820046100,
8200462,820046200,
8200463,820046300,
8200464,820046400,
8200465,820046500,
8200466,820046600,
8200466,820046602,
8200466,820046603,
8200466,820046604,
8200466,820046605,
8200466,820046606,
8200466,820046607,
8200466,820046608,
8200466,820046609,
8200466,820046610,
8200466,820046611,
8200466,820046613,
8200466,820046614,
8200467,820046700,
8200468,820046800,
8200469,820046900,
8200470,820047000,
8200471,820047100,
8200472,820047200,
8200473,820047300,
8200474,820047400,
8200476,820047600,
8200478,820047800,
8200483,820048300,
8200484,820048400,
8200486,820048600,
8200487,820048700,
8200488,820048800,
8200490,820049000,
8200491,820049100,
8200492,820049200,
8200493,820049300,
8200494,820049400,
8200495,820049500,
8200496,820049600,
8200498,820049800,
8200501,820050100,
8200503,820050300,
8200504,820050400,
8200505,820050500,
8200505,820050501,
8200506,820050600,
8200508,820050800,
8200509,820050900,
8200510,820051000,
8200511,820051100,
8200512,820051200,
8200514,820051400,
8200515,820051500,
8200518,820051800,
8200519,820051900,
